record_id,decision,matched_uid
C425816,NO_MATCH,
C296651,MATCH,AR-81753
C107063,NO_MATCH,
C149504,NO_MATCH,
C366859,NO_MATCH,
C300938,NO_MATCH,
C443318,NO_MATCH,
C895056,NO_MATCH,
C653146,MATCH,AR-12509
C187593,NO_MATCH,
C548087,MATCH,AR-30165
C248176,MATCH,AR-10681
C873332,NO_MATCH,
C639085,NO_MATCH,
C118512,NO_MATCH,
C307282,NO_MATCH,
C597299,NO_MATCH,
C437774,NO_MATCH,
C721266,NO_MATCH,
C100161,MATCH,AR-85136
C808213,MATCH,AR-97598
C738850,NO_MATCH,
C328227,NO_MATCH,
C780656,NO_MATCH,
C328919,NO_MATCH,
C877987,MATCH,AR-74744
C101918,NO_MATCH,
C535796,MATCH,AR-43954
C908293,NO_MATCH,
C812650,NO_MATCH,
C739927,NO_MATCH,
C420004,NO_MATCH,
C774289,NO_MATCH,
C816839,NO_MATCH,
C595873,NO_MATCH,
C823499,MATCH,AR-51428
C431683,MATCH,AR-68394
C722443,NO_MATCH,
C618611,NO_MATCH,
C441547,NO_MATCH,
C334982,NO_MATCH,
C831253,MATCH,AR-33111
C522608,NO_MATCH,
C608417,NO_MATCH,
C335368,NO_MATCH,
C848802,NO_MATCH,
C235892,NO_MATCH,
C577908,NO_MATCH,
C875116,MATCH,AR-53855
C763684,NO_MATCH,
C239917,MATCH,AR-91064
C575801,MATCH,AR-91828
C872929,NO_MATCH,
C759917,MATCH,AR-20750
C303760,NO_MATCH,
C282525,MATCH,AR-33555
C787087,NO_MATCH,
C445142,MATCH,AR-73582
C922911,MATCH,AR-38870
C709663,NO_MATCH,
C917239,NO_MATCH,
C400328,MATCH,AR-27016
C380172,NO_MATCH,
C889836,NO_MATCH,
C354281,NO_MATCH,
C319012,MATCH,AR-30398
C189649,MATCH,AR-94707
C973418,NO_MATCH,
C279833,MATCH,AR-53474
C300275,NO_MATCH,
C551344,MATCH,AR-60461
C825275,MATCH,AR-82316
C421793,NO_MATCH,
C551873,MATCH,AR-77716
C942518,MATCH,AR-15669
C178789,NO_MATCH,
C546103,NO_MATCH,
C527548,MATCH,AR-49769
C203642,NO_MATCH,
C557440,NO_MATCH,
C634030,NO_MATCH,
C246674,NO_MATCH,
C730822,MATCH,AR-67597
C878901,NO_MATCH,
C415591,NO_MATCH,
C623182,NO_MATCH,
C770975,NO_MATCH,
C995958,NO_MATCH,
C843984,NO_MATCH,
C888633,NO_MATCH,
C241090,NO_MATCH,
C863570,MATCH,AR-72224
C688469,NO_MATCH,
C999192,MATCH,AR-59152
C978313,MATCH,AR-33936
C623219,NO_MATCH,
C834966,NO_MATCH,
C776270,NO_MATCH,
C220208,NO_MATCH,
C430701,MATCH,AR-28055
C633642,MATCH,AR-75291
C205157,NO_MATCH,
C100924,NO_MATCH,
C986972,MATCH,AR-36956
C991118,NO_MATCH,
C555988,NO_MATCH,
C392501,MATCH,AR-35273
C686704,NO_MATCH,
C290752,NO_MATCH,
C704717,NO_MATCH,
C642860,NO_MATCH,
C181599,NO_MATCH,
C801781,NO_MATCH,
C864990,NO_MATCH,
C137310,NO_MATCH,
C413947,NO_MATCH,
C865564,NO_MATCH,
C561379,MATCH,AR-43216
C127797,NO_MATCH,
C174747,NO_MATCH,
C741063,NO_MATCH,
C362134,NO_MATCH,
C716641,NO_MATCH,
C495270,NO_MATCH,
C932599,NO_MATCH,
C375913,NO_MATCH,
C186435,NO_MATCH,
C589149,NO_MATCH,
C213595,NO_MATCH,
C908464,NO_MATCH,
C310632,MATCH,AR-81444
C794695,MATCH,AR-57411
C544830,MATCH,AR-75714
C606347,MATCH,AR-26673
C819357,NO_MATCH,
C703094,NO_MATCH,
C975335,NO_MATCH,
C674554,MATCH,AR-68625
C828283,NO_MATCH,
C686039,NO_MATCH,
C652788,MATCH,AR-53100
C162530,NO_MATCH,
C637506,NO_MATCH,
C839826,MATCH,AR-37451
C843096,NO_MATCH,
C843907,NO_MATCH,
C204884,NO_MATCH,
C997598,NO_MATCH,
C731478,NO_MATCH,
C141736,MATCH,AR-19003
C156923,NO_MATCH,
C393211,MATCH,AR-21282
C600434,NO_MATCH,
C852636,MATCH,AR-38236
C935308,NO_MATCH,
C705728,MATCH,AR-81798
C406826,MATCH,AR-16735
C452942,MATCH,AR-69422
C254372,NO_MATCH,
C199445,NO_MATCH,
C548963,NO_MATCH,
C462261,NO_MATCH,
C165991,NO_MATCH,
C818213,MATCH,AR-57388
C302963,MATCH,AR-40825
C201943,MATCH,AR-74850
C378039,NO_MATCH,
C779045,NO_MATCH,
C306485,MATCH,AR-76888
C220014,NO_MATCH,
C256390,NO_MATCH,
C186002,NO_MATCH,
C181197,MATCH,AR-55243
C818008,MATCH,AR-70540
C416894,NO_MATCH,
C762692,MATCH,AR-65080
C571474,NO_MATCH,
C803615,NO_MATCH,
C203522,NO_MATCH,
C255159,MATCH,AR-48087
C676826,MATCH,AR-72643
C871891,MATCH,AR-76326
C317675,MATCH,AR-10761
C282183,NO_MATCH,
C739965,NO_MATCH,
C195999,NO_MATCH,
C125287,MATCH,AR-96634
C979584,NO_MATCH,
C947138,NO_MATCH,
C448244,MATCH,AR-70604
C367902,MATCH,AR-32629
C726748,NO_MATCH,
C484351,NO_MATCH,
C216403,NO_MATCH,
C812369,NO_MATCH,
C643703,NO_MATCH,
C293460,NO_MATCH,
C597082,MATCH,AR-89946
C234458,NO_MATCH,
C691201,MATCH,AR-81910
C697207,NO_MATCH,
C912451,MATCH,AR-98502
C225847,NO_MATCH,
C907068,NO_MATCH,
C682971,MATCH,AR-22964
C987433,NO_MATCH,
C185232,MATCH,AR-29141
C134101,NO_MATCH,
C957566,MATCH,AR-22871
C789282,NO_MATCH,
C322611,NO_MATCH,
C151619,NO_MATCH,
C749490,NO_MATCH,
C337235,NO_MATCH,
C569764,MATCH,AR-39455
C335205,NO_MATCH,
C410479,NO_MATCH,
C323011,MATCH,AR-60551
C663191,MATCH,AR-57675
C764663,NO_MATCH,
C804591,NO_MATCH,
C742257,NO_MATCH,
C662929,NO_MATCH,
C339443,NO_MATCH,
C715922,MATCH,AR-80399
C156519,NO_MATCH,
C361219,MATCH,AR-26142
C687498,NO_MATCH,
C638878,MATCH,AR-49463
C851011,NO_MATCH,
C274415,MATCH,AR-98388
C685848,NO_MATCH,
C891417,NO_MATCH,
C882057,NO_MATCH,
C726771,MATCH,AR-49771
C233800,NO_MATCH,
C749075,NO_MATCH,
C505032,NO_MATCH,
C803871,NO_MATCH,
C568419,NO_MATCH,
C793347,NO_MATCH,
C404167,NO_MATCH,
C964455,NO_MATCH,
C788581,MATCH,AR-26419
C150267,MATCH,AR-69304
C674008,MATCH,AR-10033
C404472,NO_MATCH,
C925055,NO_MATCH,
C480097,NO_MATCH,
C107899,NO_MATCH,
C174997,NO_MATCH,
C304639,NO_MATCH,
C181007,NO_MATCH,
C899785,NO_MATCH,
C686609,NO_MATCH,
C720700,MATCH,AR-27260
C173467,NO_MATCH,
C868834,NO_MATCH,
C675554,NO_MATCH,
C895606,MATCH,AR-61882
C714099,NO_MATCH,
C398936,NO_MATCH,
C108582,MATCH,AR-68232
C561294,NO_MATCH,
C820780,NO_MATCH,
C570328,NO_MATCH,
C523174,NO_MATCH,
C307028,NO_MATCH,
C693778,NO_MATCH,
C666065,NO_MATCH,
C390833,NO_MATCH,
C764396,NO_MATCH,
C277856,NO_MATCH,
C717016,NO_MATCH,
C340755,MATCH,AR-95276
C267258,NO_MATCH,
C239820,NO_MATCH,
C162973,NO_MATCH,
C247032,NO_MATCH,
C151418,NO_MATCH,
C384633,NO_MATCH,
C545734,NO_MATCH,
C967198,NO_MATCH,
C640282,NO_MATCH,
C349398,MATCH,AR-95039
C509883,NO_MATCH,
C499345,MATCH,AR-69078
C566952,NO_MATCH,
C290979,NO_MATCH,
C690148,NO_MATCH,
C706797,MATCH,AR-23536
C101458,NO_MATCH,
C989473,MATCH,AR-74501
C915688,NO_MATCH,
C253700,NO_MATCH,
C995434,MATCH,AR-21110
C693504,NO_MATCH,
C682504,NO_MATCH,
C230349,MATCH,AR-54280
C421012,MATCH,AR-63757
C205149,MATCH,AR-72014
C168467,NO_MATCH,
C457980,NO_MATCH,
C402379,NO_MATCH,
C906015,NO_MATCH,
C932542,MATCH,AR-65183
C142358,MATCH,AR-43529
C183926,MATCH,AR-77425
C575629,NO_MATCH,
C525256,NO_MATCH,
C515459,NO_MATCH,
C421889,MATCH,AR-57480
C767529,NO_MATCH,
C891484,NO_MATCH,
C785658,NO_MATCH,
C703088,NO_MATCH,
C893219,NO_MATCH,
C844623,MATCH,AR-80509
C460429,NO_MATCH,
C445734,MATCH,AR-93514
C572764,MATCH,AR-90688
C228125,NO_MATCH,
C637465,MATCH,AR-58332
C740118,NO_MATCH,
C938857,MATCH,AR-30620
C250585,MATCH,AR-19959
C712252,MATCH,AR-53891
C234802,NO_MATCH,
C640438,MATCH,AR-59827
C472277,NO_MATCH,
C335169,NO_MATCH,
C209085,NO_MATCH,
C399379,NO_MATCH,
C548697,NO_MATCH,
C463645,NO_MATCH,
C108033,NO_MATCH,
C406884,NO_MATCH,
C121881,MATCH,AR-88398
C883364,NO_MATCH,
C518616,NO_MATCH,
C147175,NO_MATCH,
C253347,NO_MATCH,
C651731,NO_MATCH,
C716929,MATCH,AR-94694
C816670,MATCH,AR-18313
C276558,MATCH,AR-93753
C868046,MATCH,AR-59278
C406730,MATCH,AR-10882
C580327,NO_MATCH,
C557028,NO_MATCH,
C698055,MATCH,AR-92321
C943620,NO_MATCH,
C712723,NO_MATCH,
C174176,NO_MATCH,
C794228,MATCH,AR-91222
C333773,NO_MATCH,
C859822,NO_MATCH,
C142917,MATCH,AR-89358
C937409,NO_MATCH,
C811411,NO_MATCH,
C745658,NO_MATCH,
C285800,NO_MATCH,
C485830,NO_MATCH,
C455922,NO_MATCH,
C395133,MATCH,AR-30347
C923580,MATCH,AR-49165
C410566,NO_MATCH,
C738810,NO_MATCH,
C466480,NO_MATCH,
C947914,MATCH,AR-45592
C687637,NO_MATCH,
C758479,NO_MATCH,
C539732,MATCH,AR-60938
C993795,NO_MATCH,
C561089,NO_MATCH,
C152014,NO_MATCH,
C732839,NO_MATCH,
C780996,NO_MATCH,
C466273,NO_MATCH,
C842438,NO_MATCH,
C501885,NO_MATCH,
C476000,MATCH,AR-10609
C336224,NO_MATCH,
C985578,MATCH,AR-68241
C849098,NO_MATCH,
C505922,NO_MATCH,
C143375,NO_MATCH,
C998790,MATCH,AR-78517
C165903,NO_MATCH,
C316125,NO_MATCH,
C474814,NO_MATCH,
C756409,MATCH,AR-79748
C912025,NO_MATCH,
C538786,NO_MATCH,
C958606,NO_MATCH,
C423919,MATCH,AR-41767
C701134,NO_MATCH,
C742489,MATCH,AR-44656
C174199,NO_MATCH,
C909016,NO_MATCH,
C335110,NO_MATCH,
C579189,NO_MATCH,
C460572,NO_MATCH,
C778248,NO_MATCH,
C106549,NO_MATCH,
C439739,NO_MATCH,
C347420,MATCH,AR-90345
C912406,NO_MATCH,
C607380,MATCH,AR-25478
C218798,NO_MATCH,
C184820,NO_MATCH,
C252287,NO_MATCH,
C308404,NO_MATCH,
C986864,NO_MATCH,
C377623,MATCH,AR-15303
C144926,NO_MATCH,
C508526,NO_MATCH,
C141556,NO_MATCH,
C677155,NO_MATCH,
C588193,MATCH,AR-70146
C467410,MATCH,AR-17561
C855633,NO_MATCH,
C736418,MATCH,AR-81220
C448610,NO_MATCH,
C349064,NO_MATCH,
C613922,MATCH,AR-60472
C158271,NO_MATCH,
C202679,NO_MATCH,
C432857,MATCH,AR-17331
C661199,MATCH,AR-89139
C554511,NO_MATCH,
C542945,NO_MATCH,
C539328,MATCH,AR-66924
C990923,MATCH,AR-11028
C275662,MATCH,AR-22109
C179345,NO_MATCH,
C151661,MATCH,AR-87799
C157306,NO_MATCH,
C307637,NO_MATCH,
C516803,NO_MATCH,
C618023,NO_MATCH,
C328842,MATCH,AR-63878
C620341,NO_MATCH,
C289055,NO_MATCH,
C784324,MATCH,AR-41557
C779496,NO_MATCH,
C993372,MATCH,AR-77552
C802885,NO_MATCH,
C694319,NO_MATCH,
C494398,MATCH,AR-83646
C256387,NO_MATCH,
C856895,NO_MATCH,
C177179,NO_MATCH,
C969356,NO_MATCH,
C819541,NO_MATCH,
C196355,NO_MATCH,
C107458,MATCH,AR-87151
C995036,NO_MATCH,
C603648,NO_MATCH,
C474582,NO_MATCH,
C602584,MATCH,AR-57073
C879331,NO_MATCH,
C449143,MATCH,AR-74421
C689984,NO_MATCH,
C343870,NO_MATCH,
C804534,NO_MATCH,
C723956,NO_MATCH,
C783182,NO_MATCH,
C910408,NO_MATCH,
C570749,MATCH,AR-97843
C820556,MATCH,AR-40057
C252756,NO_MATCH,
C691421,NO_MATCH,
C236015,NO_MATCH,
C262119,NO_MATCH,
C557271,NO_MATCH,
C621515,NO_MATCH,
C757696,NO_MATCH,
C569953,NO_MATCH,
C685994,NO_MATCH,
C242432,NO_MATCH,
C152836,NO_MATCH,
C248444,MATCH,AR-80452
C775968,NO_MATCH,
C988691,MATCH,AR-79991
C658715,NO_MATCH,
C696338,MATCH,AR-31163
C468526,NO_MATCH,
C851569,MATCH,AR-81217
C763010,MATCH,AR-16547
C508371,NO_MATCH,
C941059,MATCH,AR-97976
C460249,MATCH,AR-71438
C625433,MATCH,AR-12155
C947816,NO_MATCH,
C617556,MATCH,AR-80259
C435666,NO_MATCH,
C890123,NO_MATCH,
C461340,NO_MATCH,
C953759,NO_MATCH,
C157945,NO_MATCH,
C225206,MATCH,AR-69158
C770494,MATCH,AR-63781
C327614,MATCH,AR-37592
C147185,NO_MATCH,
C761707,NO_MATCH,
C145792,NO_MATCH,
C957666,MATCH,AR-55689
C344280,NO_MATCH,
C341622,NO_MATCH,
C271527,NO_MATCH,
C449180,NO_MATCH,
C993539,NO_MATCH,
C250750,MATCH,AR-67339
C889453,MATCH,AR-11813
C810850,MATCH,AR-38090
C148995,NO_MATCH,
C948727,MATCH,AR-21270
C433733,NO_MATCH,
C429291,NO_MATCH,
C841735,NO_MATCH,
C968019,NO_MATCH,
C906095,MATCH,AR-23335
C418897,MATCH,AR-26111
C895555,NO_MATCH,
C424295,NO_MATCH,
C371183,NO_MATCH,
C274876,NO_MATCH,
C636192,NO_MATCH,
C738202,NO_MATCH,
C994412,NO_MATCH,
C462958,NO_MATCH,
C387963,NO_MATCH,
C310561,NO_MATCH,
C303017,NO_MATCH,
C830134,NO_MATCH,
C607453,NO_MATCH,
C370074,NO_MATCH,
C697183,NO_MATCH,
C240028,NO_MATCH,
C312845,NO_MATCH,
C786005,NO_MATCH,
C686271,NO_MATCH,
C616101,NO_MATCH,
C584918,NO_MATCH,
C647057,NO_MATCH,
C767271,NO_MATCH,
C145870,NO_MATCH,
C303424,NO_MATCH,
C118087,NO_MATCH,
C834510,NO_MATCH,
C758933,MATCH,AR-79547
C348848,MATCH,AR-35879
C474961,NO_MATCH,
C639408,NO_MATCH,
C289743,NO_MATCH,
C611463,NO_MATCH,
C786617,MATCH,AR-26610
C210529,MATCH,AR-24127
C106118,MATCH,AR-78186
C156657,NO_MATCH,
C374583,NO_MATCH,
C169671,MATCH,AR-62949
C503590,NO_MATCH,
C387458,NO_MATCH,
C295536,NO_MATCH,
C104291,NO_MATCH,
C283731,NO_MATCH,
C836810,NO_MATCH,
C582110,NO_MATCH,
C558269,NO_MATCH,
C394885,NO_MATCH,
C639785,NO_MATCH,
C757654,NO_MATCH,
C531709,NO_MATCH,
C785867,NO_MATCH,
C661745,NO_MATCH,
C734424,MATCH,AR-78757
C462999,MATCH,AR-21383
C633019,NO_MATCH,
C136242,NO_MATCH,
C239245,NO_MATCH,
C224865,NO_MATCH,
C518962,MATCH,AR-64785
C952023,NO_MATCH,
C578079,NO_MATCH,
C278785,NO_MATCH,
C716718,MATCH,AR-53697
C199770,NO_MATCH,
C387346,NO_MATCH,
C902294,MATCH,AR-41477
C706458,NO_MATCH,
C480710,MATCH,AR-66924
C833725,NO_MATCH,
C982532,NO_MATCH,
C657101,NO_MATCH,
C254188,NO_MATCH,
C515552,NO_MATCH,
C571126,NO_MATCH,
C897602,NO_MATCH,
C886559,MATCH,AR-89334
C158893,NO_MATCH,
C146594,MATCH,AR-76220
C986844,NO_MATCH,
C221616,NO_MATCH,
C399403,MATCH,AR-72098
C431778,NO_MATCH,
C299711,NO_MATCH,
C204216,NO_MATCH,
C345640,NO_MATCH,
C710606,MATCH,AR-43932
C639273,NO_MATCH,
C989298,NO_MATCH,
C813576,NO_MATCH,
C411212,NO_MATCH,
C449600,NO_MATCH,
C639128,NO_MATCH,
C536931,NO_MATCH,
C244327,MATCH,AR-90427
C354377,NO_MATCH,
C411962,NO_MATCH,
C652588,NO_MATCH,
C708115,NO_MATCH,
C908124,NO_MATCH,
C610839,NO_MATCH,
C486149,NO_MATCH,
C987769,MATCH,AR-19147
C414832,NO_MATCH,
C415711,NO_MATCH,
C125628,NO_MATCH,
C607495,NO_MATCH,
C210841,MATCH,AR-94868
C356855,NO_MATCH,
C716651,NO_MATCH,
C549596,NO_MATCH,
C682907,NO_MATCH,
C631944,NO_MATCH,
C782998,NO_MATCH,
C518551,NO_MATCH,
C779760,MATCH,AR-50062
C919154,MATCH,AR-86865
C615382,MATCH,AR-99673
C306761,NO_MATCH,
C877060,NO_MATCH,
C820389,NO_MATCH,
C582698,NO_MATCH,
C371237,NO_MATCH,
C756608,MATCH,AR-32048
C726978,NO_MATCH,
C979715,MATCH,AR-51231
C947435,NO_MATCH,
C488823,NO_MATCH,
C407312,MATCH,AR-62513
C515430,MATCH,AR-97229
C596928,NO_MATCH,
C130513,MATCH,AR-84717
C903499,MATCH,AR-28649
C237296,NO_MATCH,
C571106,NO_MATCH,
C967309,NO_MATCH,
C831813,NO_MATCH,
C366897,NO_MATCH,
C367664,MATCH,AR-85185
C834446,NO_MATCH,
C251285,MATCH,AR-48242
C450371,MATCH,AR-56169
C673591,MATCH,AR-71173
C328127,NO_MATCH,
C977555,NO_MATCH,
C589511,MATCH,AR-36952
C365933,NO_MATCH,
C266425,NO_MATCH,
C509415,MATCH,AR-70272
C462403,NO_MATCH,
C194444,NO_MATCH,
C813770,NO_MATCH,
C740732,NO_MATCH,
C337135,MATCH,AR-81552
C135659,NO_MATCH,
C259739,NO_MATCH,
C940594,NO_MATCH,
C448753,NO_MATCH,
C790713,MATCH,AR-33954
C353063,NO_MATCH,
C274957,NO_MATCH,
C661960,NO_MATCH,
C854413,NO_MATCH,
C761757,MATCH,AR-30303
C499088,NO_MATCH,
C449502,NO_MATCH,
C247351,MATCH,AR-14849
C100897,NO_MATCH,
C980552,NO_MATCH,
C230110,NO_MATCH,
C922949,NO_MATCH,
C783714,NO_MATCH,
C866846,NO_MATCH,
C448739,NO_MATCH,
C600806,NO_MATCH,
C935735,MATCH,AR-45586
C428150,NO_MATCH,
C481934,NO_MATCH,
C313687,NO_MATCH,
C672497,MATCH,AR-27000
C138284,MATCH,AR-75869
C114514,NO_MATCH,
C166278,NO_MATCH,
C139963,NO_MATCH,
C398010,NO_MATCH,
C689633,NO_MATCH,
C887102,MATCH,AR-31265
C847089,MATCH,AR-62044
C510286,NO_MATCH,
C742955,NO_MATCH,
C287125,MATCH,AR-40940
C708277,MATCH,AR-71545
C525432,NO_MATCH,
C600431,MATCH,AR-31570
C784463,MATCH,AR-85951
C231639,NO_MATCH,
C160828,NO_MATCH,
C227489,MATCH,AR-40704
C693471,MATCH,AR-96349
C610031,MATCH,AR-97229
C165911,MATCH,AR-71767
C385305,NO_MATCH,
C707290,MATCH,AR-46093
C769041,NO_MATCH,
C996549,NO_MATCH,
C311688,MATCH,AR-93457
C511656,MATCH,AR-20135
C131045,NO_MATCH,
C366713,NO_MATCH,
C413277,NO_MATCH,
C951771,NO_MATCH,
C174126,MATCH,AR-84713
C364106,NO_MATCH,
C922275,MATCH,AR-91244
C842458,MATCH,AR-75046
C209260,MATCH,AR-61996
C129331,NO_MATCH,
C787884,MATCH,AR-84500
C650712,MATCH,AR-12773
C705830,NO_MATCH,
C862463,NO_MATCH,
C863812,NO_MATCH,
C465403,NO_MATCH,
C659632,NO_MATCH,
C329172,NO_MATCH,
C265424,NO_MATCH,
C910979,NO_MATCH,
C139939,NO_MATCH,
C189093,NO_MATCH,
C876707,NO_MATCH,
C865490,NO_MATCH,
C681494,MATCH,AR-25044
C513831,NO_MATCH,
C956748,NO_MATCH,
C142091,NO_MATCH,
C786307,NO_MATCH,
C681430,NO_MATCH,
C410464,NO_MATCH,
C148960,NO_MATCH,
C474597,NO_MATCH,
C624842,NO_MATCH,
C550875,NO_MATCH,
C163423,NO_MATCH,
C125024,MATCH,AR-78129
C438872,NO_MATCH,
C895164,NO_MATCH,
C935904,MATCH,AR-59021
C407955,NO_MATCH,
C938501,NO_MATCH,
C276726,MATCH,AR-11059
C174663,NO_MATCH,
C908592,NO_MATCH,
C934155,NO_MATCH,
C535834,NO_MATCH,
C131206,NO_MATCH,
C993302,NO_MATCH,
C298168,NO_MATCH,
C480435,NO_MATCH,
C839689,NO_MATCH,
C822056,NO_MATCH,
C983041,NO_MATCH,
C105731,MATCH,AR-53574
C554525,MATCH,AR-50101
C510379,NO_MATCH,
C186788,MATCH,AR-77033
C585908,NO_MATCH,
C578120,MATCH,AR-57892
C666402,MATCH,AR-32084
C400077,MATCH,AR-36553
C200212,NO_MATCH,
C889597,NO_MATCH,
C954284,NO_MATCH,
C323843,NO_MATCH,
C817228,NO_MATCH,
C696593,NO_MATCH,
C369706,MATCH,AR-39258
C390735,NO_MATCH,
C640312,NO_MATCH,
C251278,MATCH,AR-49080
C226906,MATCH,AR-94434
C604313,NO_MATCH,
C572333,NO_MATCH,
C106949,NO_MATCH,
C374014,MATCH,AR-94368
C799834,NO_MATCH,
C741318,NO_MATCH,
C238221,NO_MATCH,
C683106,MATCH,AR-65702
C293266,NO_MATCH,
C935664,NO_MATCH,
C154720,NO_MATCH,
C518001,NO_MATCH,
C253533,MATCH,AR-32161
C952074,NO_MATCH,
C986072,MATCH,AR-87781
C920079,MATCH,AR-53891
C754853,NO_MATCH,
C636856,MATCH,AR-52389
C518611,MATCH,AR-88398
C301287,NO_MATCH,
C371748,MATCH,AR-96529
C958539,NO_MATCH,
C521574,NO_MATCH,
C352831,MATCH,AR-24065
C694143,NO_MATCH,
C650359,MATCH,AR-11018
C684555,NO_MATCH,
C198360,NO_MATCH,
C318177,NO_MATCH,
C992768,MATCH,AR-16184
C451364,NO_MATCH,
C580001,NO_MATCH,
C354668,NO_MATCH,
C835978,NO_MATCH,
C790074,NO_MATCH,
C167758,NO_MATCH,
C947832,NO_MATCH,
C988344,NO_MATCH,
C475715,NO_MATCH,
C663667,MATCH,AR-56300
C257775,NO_MATCH,
C599580,MATCH,AR-47374
C631720,NO_MATCH,
C968640,MATCH,AR-85884
C299907,MATCH,AR-24335
C155729,NO_MATCH,
C473976,MATCH,AR-92242
C566103,MATCH,AR-53096
C908296,NO_MATCH,
C757014,MATCH,AR-81726
C952997,NO_MATCH,
C770950,NO_MATCH,
C718517,NO_MATCH,
C104474,MATCH,AR-33576
C189951,MATCH,AR-63118
C701549,NO_MATCH,
C340531,MATCH,AR-53773
C386987,NO_MATCH,
C497720,NO_MATCH,
C658805,NO_MATCH,
C863506,NO_MATCH,
C121094,MATCH,AR-66544
C713775,NO_MATCH,
C766885,NO_MATCH,
C787491,MATCH,AR-25663
C691496,NO_MATCH,
C410523,MATCH,AR-24721
C132937,NO_MATCH,
C607567,NO_MATCH,
C191516,NO_MATCH,
C644288,NO_MATCH,
C734743,NO_MATCH,
C883850,MATCH,AR-45737
C317755,NO_MATCH,
C965518,NO_MATCH,
C860293,NO_MATCH,
C519266,NO_MATCH,
C401923,MATCH,AR-60606
C274090,NO_MATCH,
C820743,NO_MATCH,
C556387,MATCH,AR-38617
C235868,MATCH,AR-80252
C550378,NO_MATCH,
C885179,NO_MATCH,
C571499,MATCH,AR-96071
C519436,NO_MATCH,
C866715,MATCH,AR-44290
C748343,MATCH,AR-39894
C327842,NO_MATCH,
C291529,MATCH,AR-24677
C354538,NO_MATCH,
C573717,MATCH,AR-94902
C378017,MATCH,AR-14488
C553932,MATCH,AR-27591
C426576,MATCH,AR-48046
C709867,NO_MATCH,
C352383,NO_MATCH,
C461964,NO_MATCH,
C660649,MATCH,AR-59849
C883388,NO_MATCH,
C403971,NO_MATCH,
C878536,NO_MATCH,
C904570,NO_MATCH,
C179096,NO_MATCH,
C436988,NO_MATCH,
C682863,NO_MATCH,
C952716,NO_MATCH,
C263267,NO_MATCH,
C961290,NO_MATCH,
C380758,MATCH,AR-24602
C784438,MATCH,AR-82163
C620099,NO_MATCH,
C589785,MATCH,AR-28359
C559899,MATCH,AR-36413
C457024,NO_MATCH,
C860331,NO_MATCH,
C697909,MATCH,AR-10681
C806111,NO_MATCH,
C668913,NO_MATCH,
C428849,NO_MATCH,
C787811,NO_MATCH,
C136236,NO_MATCH,
C887220,NO_MATCH,
C134909,NO_MATCH,
C348022,NO_MATCH,
C468309,NO_MATCH,
C530892,NO_MATCH,
C987967,NO_MATCH,
C279375,NO_MATCH,
C939234,NO_MATCH,
C394022,MATCH,AR-23729
C985574,MATCH,AR-86430
C400570,NO_MATCH,
C470094,NO_MATCH,
C584466,MATCH,AR-11398
C407891,NO_MATCH,
C267518,NO_MATCH,
C911709,NO_MATCH,
C102535,MATCH,AR-20589
C845088,NO_MATCH,
C684893,NO_MATCH,
C717192,NO_MATCH,
C929889,NO_MATCH,
C685048,NO_MATCH,
C663303,NO_MATCH,
C868840,NO_MATCH,
C676105,NO_MATCH,
C577333,NO_MATCH,
C452941,NO_MATCH,
C637655,NO_MATCH,
C159414,NO_MATCH,
C951796,NO_MATCH,
C402394,NO_MATCH,
C212880,MATCH,AR-83405
C811651,MATCH,AR-28049
C374619,NO_MATCH,
C398895,NO_MATCH,
C100173,NO_MATCH,
C542137,MATCH,AR-25572
C830699,NO_MATCH,
C519648,NO_MATCH,
C195520,NO_MATCH,
C727275,NO_MATCH,
C887411,NO_MATCH,
C672744,MATCH,AR-25815
C941467,NO_MATCH,
C185125,MATCH,AR-34337
C241611,NO_MATCH,
C915066,NO_MATCH,
C518754,MATCH,AR-32907
C134378,NO_MATCH,
C432745,NO_MATCH,
C450946,NO_MATCH,
C508536,NO_MATCH,
C311556,MATCH,AR-32503
C690033,MATCH,AR-76511
C268761,MATCH,AR-12567
C181695,NO_MATCH,
C990944,MATCH,AR-39992
C165063,NO_MATCH,
C282821,NO_MATCH,
C687567,NO_MATCH,
C471457,NO_MATCH,
C303581,NO_MATCH,
C795758,NO_MATCH,
C717102,NO_MATCH,
C830674,NO_MATCH,
C782113,NO_MATCH,
C132068,NO_MATCH,
C105049,NO_MATCH,
C511288,NO_MATCH,
C262820,MATCH,AR-12322
C527166,NO_MATCH,
C150807,NO_MATCH,
C497292,MATCH,AR-92906
C933125,NO_MATCH,
C344794,NO_MATCH,
C340062,NO_MATCH,
C614334,NO_MATCH,
C112499,NO_MATCH,
C854346,MATCH,AR-87561
C104653,MATCH,AR-60395
C538884,NO_MATCH,
C808422,NO_MATCH,
C761839,NO_MATCH,
C563109,MATCH,AR-66573
C887911,MATCH,AR-24798
C577276,NO_MATCH,
C724672,NO_MATCH,
C837363,NO_MATCH,
C718689,NO_MATCH,
C168647,MATCH,AR-80790
